station,time,latitude,longitude,year,quarter,biomass,biomass_se,area,area_se,passes,passes5,passes7,passes8,passes6
409991,2019-02-15,31.4625510960984,-116.615588974517,2019,1,128.0,128.0,15.0,15.0,9,0,3,6,-32767
409992,2019-02-15,31.4628217672469,-116.615587868702,2019,1,541.0,274.0,69.0,35.0,9,0,3,6,-32767
409993,2019-02-15,31.4630924383839,-116.615586762873,2019,1,691.0,353.0,92.0,47.0,9,0,3,6,-32767
409994,2019-02-15,31.4633631095094,-116.615585657029,2019,1,1199.0,444.0,163.0,62.0,10,0,3,7,-32767
409995,2019-02-15,31.4636337806233,-116.615584551169,2019,1,901.0,378.0,122.0,51.0,10,0,3,7,-32767
409996,2019-02-15,31.4639044517259,-116.615583445295,2019,1,872.0,382.0,117.0,52.0,10,0,3,7,-32767
409997,2019-02-15,31.4641751228169,-116.615582339406,2019,1,1306.0,437.0,177.0,60.0,9,0,2,7,-32767
409998,2019-02-15,31.4644457938964,-116.615581233503,2019,1,988.0,402.0,133.0,54.0,9,0,2,7,-32767
409999,2019-02-15,31.4647164649644,-116.615580127584,2019,1,482.0,245.0,60.0,31.0,9,0,2,7,-32767
410024,2019-02-15,31.4714832379312,-116.615552474771,2019,1,161.0,161.0,20.0,20.0,9,0,3,6,-32767
410025,2019-02-15,31.4717539087005,-116.615551368465,2019,1,538.0,366.0,72.0,50.0,8,0,3,5,-32767
410026,2019-02-15,31.4720245794583,-116.615550262144,2019,1,181.0,181.0,23.0,23.0,8,0,3,5,-32767
410029,2019-02-15,31.4728365916628,-116.615546943091,2019,1,661.0,351.0,84.0,46.0,7,0,2,5,-32767
410030,2019-02-15,31.4731072623746,-116.61554583671,2019,1,165.0,165.0,19.0,19.0,7,0,2,5,-32767
410036,2019-02-15,31.4747312864044,-116.615539198113,2019,1,522.0,354.0,68.0,47.0,7,0,2,5,-32767
410088,2019-02-15,31.4552420227704,-116.615303075213,2019,1,508.0,269.0,64.0,35.0,9,0,2,7,-32767
410089,2019-02-15,31.4555126942191,-116.615301968893,2019,1,860.0,398.0,115.0,55.0,10,0,2,8,-32767
410090,2019-02-15,31.4557833656562,-116.615300862557,2019,1,377.0,258.0,50.0,34.0,10,0,2,8,-32767
410091,2019-02-15,31.4560540370819,-116.615299756207,2019,1,204.0,137.0,24.0,16.0,11,0,3,8,-32767
410092,2019-02-15,31.456324708496,-116.615298649842,2019,1,215.0,147.0,25.0,18.0,11,0,3,8,-32767
410093,2019-02-15,31.4565953798987,-116.615297543462,2019,1,324.0,219.0,41.0,28.0,10,0,2,8,-32767
410094,2019-02-15,31.4568660512899,-116.615296437068,2019,1,407.0,278.0,54.0,37.0,10,0,2,8,-32767
410114,2019-02-15,31.4628208189896,-116.615272092611,2019,1,109.0,109.0,13.0,13.0,10,0,3,7,-32767
410115,2019-02-15,31.4630914901165,-116.615270985873,2019,1,954.0,414.0,130.0,57.0,10,0,3,7,-32767
410116,2019-02-15,31.463362161232,-116.61526987912,2019,1,1054.0,448.0,145.0,62.0,10,0,3,7,-32767
410117,2019-02-15,31.463632832336,-116.615268772353,2019,1,907.0,375.0,122.0,51.0,10,0,3,7,-32767
410118,2019-02-15,31.4639035034285,-116.61526766557,2019,1,354.0,235.0,45.0,30.0,9,0,2,7,-32767
410119,2019-02-15,31.4641741745094,-116.615266558773,2019,1,995.0,416.0,134.0,57.0,9,0,2,7,-32767
410120,2019-02-15,31.464444845579,-116.615265451961,2019,1,1178.0,488.0,162.0,68.0,9,0,2,7,-32767
410121,2019-02-15,31.464715516637,-116.615264345133,2019,1,554.0,285.0,71.0,37.0,9,0,2,7,-32767
410147,2019-02-15,31.4717529601128,-116.615235562392,2019,1,457.0,321.0,60.0,43.0,8,0,3,5,-32767
410148,2019-02-15,31.4720236308606,-116.615234455162,2019,1,486.0,332.0,64.0,44.0,8,0,3,5,-32767
410149,2019-02-15,31.4722943015969,-116.615233347917,2019,1,464.0,314.0,61.0,42.0,8,0,3,5,-32767
410150,2019-02-15,31.4725649723217,-116.615232240658,2019,1,354.0,235.0,44.0,29.0,8,0,3,5,-32767
410151,2019-02-15,31.4728356430351,-116.615231133383,2019,1,505.0,348.0,66.0,46.0,7,0,2,5,-32767
410157,2019-02-15,31.4744596670737,-116.615224489422,2019,1,232.0,232.0,30.0,30.0,8,0,2,6,-32767
410158,2019-02-15,31.4747303377066,-116.615223382043,2019,1,720.0,354.0,93.0,46.0,7,0,2,5,-32767
410214,2019-02-15,31.4552410740149,-116.614987324564,2019,1,347.0,237.0,44.0,30.0,9,0,2,7,-32767
410215,2019-02-15,31.4555117454535,-116.614986217336,2019,1,792.0,424.0,109.0,59.0,10,0,2,8,-32767
410216,2019-02-15,31.4557824168806,-116.614985110093,2019,1,948.0,419.0,129.0,58.0,10,0,2,8,-32767
410217,2019-02-15,31.4560530882963,-116.614984002835,2019,1,506.0,264.0,66.0,35.0,11,0,3,8,-32767
410218,2019-02-15,31.4563237597004,-116.614982895562,2019,1,395.0,265.0,52.0,35.0,10,0,2,8,-32767
410219,2019-02-15,31.4565944310931,-116.614981788274,2019,1,804.0,453.0,111.0,64.0,10,0,2,8,-32767
410220,2019-02-15,31.4568651024743,-116.614980680971,2019,1,1457.0,555.0,203.0,79.0,10,0,2,8,-32767
410221,2019-02-15,31.4571357738439,-116.614979573653,2019,1,688.0,433.0,94.0,62.0,11,0,3,8,-32767
410232,2019-02-15,31.4611958430107,-116.614962962097,2019,1,134.0,134.0,16.0,16.0,9,0,3,6,-32767
410239,2019-02-15,31.4630905410705,-116.614955208888,2019,1,428.0,225.0,53.0,28.0,10,0,3,7,-32767
410240,2019-02-15,31.463361212176,-116.614954101227,2019,1,831.0,362.0,111.0,49.0,10,0,3,7,-32767
410241,2019-02-15,31.46363188327,-116.614952993551,2019,1,481.0,253.0,61.0,33.0,10,0,3,7,-32767
410242,2019-02-15,31.4639025543524,-116.61495188586,2019,1,812.0,359.0,106.0,49.0,9,0,2,7,-32767
410243,2019-02-15,31.4641732254234,-116.614950778154,2019,1,206.0,206.0,27.0,27.0,9,0,2,7,-32767
410244,2019-02-15,31.4644438964829,-116.614949670434,2019,1,317.0,317.0,44.0,44.0,9,0,2,7,-32767
410245,2019-02-15,31.4647145675309,-116.614948562698,2019,1,193.0,193.0,25.0,25.0,9,0,2,7,-32767
410271,2019-02-15,31.4717520107463,-116.614919756334,2019,1,254.0,254.0,34.0,34.0,8,0,3,5,-32767
410272,2019-02-15,31.472022681484,-116.614918648195,2019,1,427.0,295.0,55.0,39.0,8,0,3,5,-32767
410273,2019-02-15,31.4722933522103,-116.614917540042,2019,1,151.0,151.0,18.0,18.0,8,0,3,5,-32767
410274,2019-02-15,31.4725640229251,-116.614916431873,2019,1,376.0,252.0,47.0,32.0,8,0,3,5,-32767
410276,2019-02-15,31.4731053643203,-116.614914215491,2019,1,737.0,351.0,95.0,46.0,7,0,2,5,-32767
410278,2019-02-15,31.4736467056694,-116.61491199905,2019,1,598.0,407.0,80.0,55.0,7,0,2,5,-32767
410279,2019-02-15,31.4739173763268,-116.614910890807,2019,1,1018.0,331.0,133.0,44.0,9,0,3,6,-32767
410280,2019-02-15,31.4741880469726,-116.614909782549,2019,1,870.0,332.0,113.0,43.0,8,0,2,6,-32767
410281,2019-02-15,31.474458717607,-116.614908674276,2019,1,232.0,232.0,30.0,30.0,8,0,2,6,-32767
410282,2019-02-15,31.4747293882299,-116.614907565988,2019,1,547.0,359.0,72.0,48.0,7,0,2,5,-32767
410344,2019-02-15,31.4555107959096,-116.614670465794,2019,1,704.0,376.0,95.0,52.0,10,0,2,8,-32767
410345,2019-02-15,31.4557814673267,-116.614669357643,2019,1,1148.0,510.0,159.0,72.0,10,0,2,8,-32767
410346,2019-02-15,31.4560521387323,-116.614668249477,2019,1,948.0,430.0,130.0,60.0,11,0,3,8,-32767
410347,2019-02-15,31.4563228101265,-116.614667141296,2019,1,904.0,483.0,126.0,68.0,10,0,2,8,-32767
410348,2019-02-15,31.4565934815091,-116.6146660331,2019,1,1004.0,556.0,141.0,79.0,10,0,2,8,-32767
410349,2019-02-15,31.4568641528803,-116.614664924889,2019,1,945.0,532.0,132.0,76.0,10,0,2,8,-32767
410350,2019-02-15,31.4571348242399,-116.614663816664,2019,1,370.0,266.0,49.0,36.0,11,0,3,8,-32767
410351,2019-02-15,31.4574054955881,-116.614662708423,2019,1,437.0,235.0,56.0,30.0,11,0,3,8,-32767
410364,2019-02-15,31.4609242220689,-116.614648299934,2019,1,134.0,134.0,16.0,16.0,9,0,3,6,-32767
410365,2019-02-15,31.4611948932563,-116.614647191484,2019,1,861.0,456.0,118.0,63.0,9,0,3,6,-32767
410366,2019-02-15,31.4614655644321,-116.61464608302,2019,1,625.0,317.0,82.0,42.0,9,0,3,6,-32767
410409,2019-02-15,31.4731044141247,-116.614598404904,2019,1,980.0,493.0,132.0,68.0,7,0,2,5,-32767
410410,2019-02-15,31.473375084795,-116.614597295782,2019,1,1179.0,452.0,157.0,62.0,7,0,2,5,-32767
410411,2019-02-15,31.4736457554538,-116.614596186645,2019,1,1179.0,450.0,157.0,61.0,7,0,2,5,-32767
410412,2019-02-15,31.4739164261012,-116.614595077493,2019,1,1208.0,416.0,162.0,57.0,9,0,3,6,-32767
410413,2019-02-15,31.474187096737,-116.614593968327,2019,1,1039.0,412.0,138.0,56.0,8,0,2,6,-32767
410414,2019-02-15,31.4744577673613,-116.614592859145,2019,1,472.0,315.0,62.0,42.0,8,0,2,6,-32767
410415,2019-02-15,31.4747284379742,-116.614591749948,2019,1,223.0,223.0,28.0,28.0,7,0,2,5,-32767
410475,2019-02-15,31.4555098455874,-116.614354714268,2019,1,792.0,417.0,109.0,58.0,10,0,2,8,-32767
410476,2019-02-15,31.4557805169944,-116.614353605209,2019,1,845.0,449.0,117.0,63.0,10,0,2,8,-32767
410477,2019-02-15,31.45605118839,-116.614352496135,2019,1,894.0,415.0,122.0,58.0,11,0,3,8,-32767
410478,2019-02-15,31.4563218597741,-116.614351387046,2019,1,816.0,462.0,113.0,65.0,10,0,2,8,-32767
410479,2019-02-15,31.4565925311467,-116.614350277942,2019,1,1366.0,606.0,193.0,87.0,10,0,2,8,-32767
410480,2019-02-15,31.4568632025078,-116.614349168823,2019,1,1372.0,612.0,194.0,88.0,10,0,2,8,-32767
410481,2019-02-15,31.4571338738575,-116.614348059689,2019,1,835.0,403.0,113.0,56.0,11,0,3,8,-32767
410482,2019-02-15,31.4574045451956,-116.61434695054,2019,1,386.0,286.0,52.0,39.0,11,0,3,8,-32767
410496,2019-02-15,31.4611939427233,-116.614331420887,2019,1,615.0,408.0,85.0,56.0,9,0,3,6,-32767
410497,2019-02-15,31.4614646138891,-116.614330311514,2019,1,1301.0,569.0,183.0,81.0,10,0,3,7,-32767
410498,2019-02-15,31.4617352850434,-116.614329202126,2019,1,395.0,270.0,52.0,36.0,10,0,3,7,-32767
410540,2019-02-15,31.4731034631503,-116.614282594332,2019,1,372.0,372.0,52.0,52.0,8,0,2,6,-32767
410541,2019-02-15,31.4733741338105,-116.614281484301,2019,1,1144.0,581.0,160.0,82.0,8,0,2,6,-32767
410542,2019-02-15,31.4736448044593,-116.614280374256,2019,1,1017.0,419.0,135.0,57.0,8,0,2,6,-32767
410543,2019-02-15,31.4739154750966,-116.614279264195,2019,1,691.0,365.0,92.0,49.0,9,0,3,6,-32767
410544,2019-02-15,31.4741861457224,-116.614278154119,2019,1,538.0,353.0,72.0,47.0,8,0,2,6,-32767
410609,2019-02-15,31.4555088944867,-116.614038962756,2019,1,154.0,154.0,19.0,19.0,9,0,2,7,-32767
410610,2019-02-15,31.4557795658838,-116.614037852789,2019,1,751.0,413.0,103.0,57.0,10,0,2,8,-32767
410611,2019-02-15,31.4560502372693,-116.614036742807,2019,1,948.0,423.0,130.0,59.0,11,0,3,8,-32767
410612,2019-02-15,31.4563209086433,-116.61403563281,2019,1,769.0,412.0,105.0,57.0,10,0,2,8,-32767
410613,2019-02-15,31.4565915800059,-116.614034522798,2019,1,1007.0,467.0,138.0,66.0,10,0,2,8,-32767
410614,2019-02-15,31.456862251357,-116.614033412771,2019,1,869.0,490.0,121.0,69.0,10,0,2,8,-32767
410615,2019-02-15,31.4571329226966,-116.614032302729,2019,1,720.0,400.0,99.0,56.0,11,0,3,8,-32767
410616,2019-02-15,31.4574035940247,-116.614031192672,2019,1,603.0,330.0,81.0,45.0,11,0,3,8,-32767
410630,2019-02-15,31.4611929914118,-116.614015650305,2019,1,78.0,78.0,8.0,8.0,11,0,3,8,-32767
410631,2019-02-15,31.4614636625676,-116.614014540024,2019,1,428.0,299.0,58.0,41.0,11,0,3,8,-32767
410632,2019-02-15,31.4617343337119,-116.614013429727,2019,1,115.0,115.0,14.0,14.0,10,0,3,7,-32767
410672,2019-02-15,31.4731025113969,-116.613966783775,2019,1,378.0,378.0,51.0,51.0,6,0,2,4,-32767
410673,2019-02-15,31.4733731820472,-116.613965672836,2019,1,320.0,320.0,44.0,44.0,8,0,2,6,-32767
410742,2019-02-15,31.4555079426077,-116.613723211259,2019,1,128.0,128.0,15.0,15.0,9,0,2,7,-32767
410743,2019-02-15,31.4557786139947,-116.613722100384,2019,1,115.0,115.0,13.0,13.0,9,0,2,7,-32767
410744,2019-02-15,31.4560492853702,-116.613720989494,2019,1,1044.0,480.0,145.0,68.0,11,0,3,8,-32767
410745,2019-02-15,31.4563199567342,-116.613719878589,2019,1,933.0,519.0,131.0,74.0,10,0,2,8,-32767
410746,2019-02-15,31.4565906280867,-116.613718767669,2019,1,954.0,457.0,130.0,64.0,10,0,2,8,-32767
410747,2019-02-15,31.4568612994277,-116.613717656734,2019,1,736.0,424.0,101.0,60.0,11,0,3,8,-32767
410748,2019-02-15,31.4571319707573,-116.613716545784,2019,1,758.0,426.0,105.0,60.0,11,0,3,8,-32767
410749,2019-02-15,31.4574026420753,-116.613715434819,2019,1,774.0,427.0,107.0,60.0,11,0,3,8,-32767
410750,2019-02-15,31.4576733133819,-116.613714323839,2019,1,239.0,239.0,32.0,32.0,10,0,2,8,-32767
410874,2019-02-15,31.4555069899503,-116.613407459778,2019,1,498.0,268.0,64.0,35.0,10,0,2,8,-32767
410876,2019-02-15,31.4560483326927,-116.613405236196,2019,1,416.0,224.0,52.0,29.0,11,0,3,8,-32767
410877,2019-02-15,31.4563190040466,-116.613404124383,2019,1,736.0,408.0,101.0,57.0,11,0,2,9,-32767
410878,2019-02-15,31.4565896753891,-116.613403012555,2019,1,804.0,451.0,111.0,63.0,10,0,2,8,-32767
410879,2019-02-15,31.4568603467201,-116.613401900712,2019,1,720.0,410.0,99.0,58.0,11,0,3,8,-32767
410880,2019-02-15,31.4571310180396,-116.613400788854,2019,1,768.0,430.0,106.0,61.0,11,0,3,8,-32767
410881,2019-02-15,31.4574016893475,-116.613399676981,2019,1,752.0,410.0,104.0,57.0,11,0,3,8,-32767
410882,2019-02-15,31.457672360644,-116.613398565093,2019,1,663.0,364.0,89.0,50.0,10,0,2,8,-32767
411005,2019-02-15,31.4555060365146,-116.613091708311,2019,1,383.0,273.0,50.0,37.0,10,0,2,8,-32767
411006,2019-02-15,31.4557767078814,-116.61309059562,2019,1,127.0,127.0,15.0,15.0,10,0,2,8,-32767
411008,2019-02-15,31.4563180505807,-116.613088370192,2019,1,265.0,265.0,36.0,36.0,9,0,1,8,-32767
411009,2019-02-15,31.4565887219131,-116.613087257456,2019,1,576.0,324.0,77.0,44.0,11,0,2,9,-32767
411010,2019-02-15,31.456859393234,-116.613086144705,2019,1,587.0,340.0,80.0,47.0,12,0,3,9,-32767
411011,2019-02-15,31.4571300645434,-116.613085031939,2019,1,729.0,411.0,101.0,58.0,12,0,3,9,-32767
411012,2019-02-15,31.4574007358413,-116.613083919158,2019,1,778.0,425.0,109.0,60.0,12,0,3,9,-32767
411013,2019-02-15,31.4576714071278,-116.613082806362,2019,1,583.0,394.0,82.0,55.0,11,0,2,9,-32767
411014,2019-02-15,31.4579420784027,-116.613081693551,2019,1,227.0,227.0,31.0,31.0,10,0,2,8,-32767
411128,2019-02-15,31.4555050823005,-116.612775956859,2019,1,98.0,98.0,11.0,11.0,10,0,2,8,-32767
411129,2019-02-15,31.4557757536573,-116.61277484326,2019,1,504.0,274.0,65.0,36.0,10,0,2,8,-32767
411130,2019-02-15,31.4560464250026,-116.612773729646,2019,1,239.0,239.0,32.0,32.0,9,0,1,8,-32767
411132,2019-02-15,31.4565877676587,-116.612771502372,2019,1,206.0,206.0,27.0,27.0,9,0,1,8,-32767
411133,2019-02-15,31.4568584389695,-116.612770388713,2019,1,597.0,340.0,80.0,47.0,11,0,2,9,-32767
411134,2019-02-15,31.4571291102689,-116.612769275039,2019,1,699.0,398.0,96.0,56.0,11,0,2,9,-32767
411135,2019-02-15,31.4573997815567,-116.61276816135,2019,1,693.0,383.0,95.0,53.0,11,0,2,9,-32767
411136,2019-02-15,31.4576704528331,-116.612767047646,2019,1,683.0,455.0,96.0,64.0,10,0,1,9,-32767
411137,2019-02-15,31.457941124098,-116.612765933927,2019,1,291.0,291.0,41.0,40.0,10,0,1,9,-32767
411138,2019-02-15,31.4582117953514,-116.612764820192,2019,1,86.0,86.0,10.0,10.0,12,0,3,9,-32767
411251,2019-02-15,31.4557747986547,-116.612459090915,2019,1,586.0,334.0,77.0,46.0,10,0,2,8,-32767
411252,2019-02-15,31.4560454699899,-116.612457976393,2019,1,484.0,355.0,65.0,49.0,9,0,1,8,-32767
411255,2019-02-15,31.4568574839267,-116.612454632736,2019,1,525.0,354.0,73.0,49.0,11,0,2,9,-32767
411256,2019-02-15,31.4571281552159,-116.612453518154,2019,1,279.0,199.0,35.0,26.0,11,0,2,9,-32767
411257,2019-02-15,31.4573988264937,-116.612452403557,2019,1,163.0,163.0,21.0,21.0,11,0,2,9,-32767
411258,2019-02-15,31.45766949776,-116.612451288945,2019,1,548.0,370.0,76.0,51.0,10,0,1,9,-32767
411259,2019-02-15,31.4579401690148,-116.612450174317,2019,1,244.0,244.0,34.0,34.0,11,0,2,9,-32767
411260,2019-02-15,31.4582108402581,-116.612449059675,2019,1,91.0,91.0,11.0,11.0,12,0,3,9,-32767
411360,2019-02-15,31.4557738428738,-116.612143338585,2019,1,371.0,249.0,49.0,33.0,10,0,2,8,-32767
411361,2019-02-15,31.4560445141989,-116.612142223155,2019,1,413.0,305.0,54.0,41.0,9,0,1,8,-32767
411363,2019-02-15,31.4565858568147,-116.61213999225,2019,1,141.0,141.0,17.0,17.0,9,0,1,8,-32767
411364,2019-02-15,31.4568565281053,-116.612138876775,2019,1,752.0,413.0,104.0,58.0,11,0,2,9,-32767
411367,2019-02-15,31.4576685419084,-116.612135530259,2019,1,186.0,186.0,24.0,24.0,10,0,1,9,-32767
411368,2019-02-15,31.4579392131531,-116.612134414723,2019,1,130.0,130.0,17.0,17.0,12,0,3,9,-32767
411369,2019-02-15,31.4582098843864,-116.612133299173,2019,1,306.0,206.0,39.0,26.0,11,0,2,9,-32767
411475,2019-02-15,31.4557728863145,-116.611827586271,2019,1,360.0,247.0,47.0,33.0,10,0,2,8,-32767
411476,2019-02-15,31.4560435576295,-116.611826469932,2019,1,278.0,278.0,38.0,38.0,9,0,1,8,-32767
411478,2019-02-15,31.4565849002251,-116.611824237211,2019,1,186.0,186.0,24.0,24.0,10,0,2,8,-32767
411479,2019-02-15,31.4568555715056,-116.611823120828,2019,1,583.0,393.0,82.0,55.0,11,0,2,9,-32767
411480,2019-02-15,31.4571262427747,-116.611822004429,2019,1,179.0,179.0,24.0,24.0,11,0,2,9,-32767
411481,2019-02-15,31.4573969140323,-116.611820888016,2019,1,197.0,197.0,26.0,26.0,10,0,1,9,-32767
411483,2019-02-15,31.457938256513,-116.611818655144,2019,1,130.0,130.0,17.0,17.0,12,0,3,9,-32767
411484,2019-02-15,31.4582089277362,-116.611817538685,2019,1,370.0,250.0,49.0,33.0,11,0,2,9,-32767
411485,2019-02-15,31.4584795989478,-116.611816422212,2019,1,105.0,105.0,12.0,12.0,11,0,2,9,-32767
411594,2019-02-15,31.4557719289768,-116.611511833971,2019,1,365.0,257.0,48.0,34.0,10,0,2,8,-32767
411595,2019-02-15,31.4560426002817,-116.611510716725,2019,1,324.0,324.0,45.0,45.0,9,0,1,8,-32767
411599,2019-02-15,31.4571252853865,-116.611506247589,2019,1,450.0,306.0,61.0,42.0,11,0,2,9,-32767
411600,2019-02-15,31.457395956634,-116.611505130268,2019,1,221.0,221.0,30.0,30.0,10,0,1,9,-32767
411602,2019-02-15,31.4579372990945,-116.61150289558,2019,1,275.0,186.0,35.0,24.0,12,0,3,9,-32767
411603,2019-02-15,31.4582079703075,-116.611501778213,2019,1,402.0,277.0,54.0,38.0,11,0,2,9,-32767
411604,2019-02-15,31.458478641509,-116.611500660832,2019,1,268.0,182.0,34.0,23.0,11,0,2,9,-32767
411640,2019-02-15,31.4698468215984,-116.611453717203,2019,1,94.0,94.0,11.0,11.0,11,0,3,8,-32767
411709,2019-02-15,31.4560416421555,-116.611194963532,2019,1,265.0,265.0,36.0,36.0,9,0,1,8,-32767
411713,2019-02-15,31.4571243272199,-116.611190490765,2019,1,466.0,321.0,64.0,44.0,11,0,2,9,-32767
411714,2019-02-15,31.4573949984573,-116.611189372535,2019,1,244.0,244.0,33.0,33.0,10,0,1,9,-32767
411716,2019-02-15,31.4579363408975,-116.611187136031,2019,1,719.0,399.0,100.0,56.0,12,0,3,9,-32767
411717,2019-02-15,31.4582070121004,-116.611186017756,2019,1,774.0,410.0,107.0,57.0,11,0,2,9,-32767
411718,2019-02-15,31.4584776832919,-116.611184899466,2019,1,386.0,259.0,52.0,35.0,11,0,2,9,-32767
411719,2019-02-15,31.4587483544718,-116.611183781161,2019,1,268.0,183.0,34.0,23.0,11,0,2,9,-32767
411790,2019-02-15,31.4433191204528,-116.610931789982,2019,1,99.0,99.0,11.0,11.0,11,0,3,8,-32767
411791,2019-02-15,31.4435897922659,-116.610930671614,2019,1,193.0,130.0,22.0,15.0,11,0,3,8,-32767
411793,2019-02-15,31.4441311358576,-116.610928434831,2019,1,209.0,141.0,25.0,17.0,11,0,3,8,-32767
411794,2019-02-15,31.4444018076362,-116.610927316417,2019,1,295.0,200.0,38.0,26.0,11,0,3,8,-32767
411798,2019-02-15,31.4454844946359,-116.61092284261,2019,1,76.0,76.0,8.0,8.0,12,0,3,9,-32767
411819,2019-02-15,31.4565820257858,-116.610876972185,2019,1,307.0,212.0,39.0,27.0,10,0,2,8,-32767
411821,2019-02-15,31.4571233682748,-116.610874733955,2019,1,434.0,300.0,59.0,41.0,11,0,2,9,-32767
411822,2019-02-15,31.4573940395021,-116.610873614817,2019,1,227.0,227.0,31.0,31.0,10,0,1,9,-32767
411824,2019-02-15,31.4579353819221,-116.610871376497,2019,1,71.0,71.0,8.0,8.0,12,0,3,9,-32767
411825,2019-02-15,31.4582060531149,-116.610870257314,2019,1,450.0,318.0,61.0,44.0,11,0,2,9,-32767
411826,2019-02-15,31.4584767242962,-116.610869138116,2019,1,423.0,288.0,57.0,39.0,11,0,2,9,-32767
411827,2019-02-15,31.458747395466,-116.610868018903,2019,1,311.0,225.0,40.0,30.0,11,0,2,9,-32767
411832,2019-02-15,31.4601007511427,-116.610862422612,2019,1,76.0,76.0,8.0,8.0,12,0,3,9,-32767
411891,2019-02-15,31.4427768176056,-116.61061831799,2019,1,257.0,176.0,32.0,22.0,11,0,3,8,-32767
411892,2019-02-15,31.4430474894315,-116.610617198744,2019,1,496.0,268.0,65.0,36.0,11,0,3,8,-32767
411893,2019-02-15,31.4433181612459,-116.610616079483,2019,1,528.0,285.0,70.0,38.0,11,0,3,8,-32767
411894,2019-02-15,31.4435888330489,-116.610614960207,2019,1,426.0,222.0,54.0,28.0,11,0,3,8,-32767
411895,2019-02-15,31.4438595048404,-116.610613840916,2019,1,469.0,249.0,61.0,32.0,11,0,3,8,-32767
411896,2019-02-15,31.4441301766204,-116.610612721609,2019,1,554.0,290.0,74.0,39.0,11,0,3,8,-32767
411897,2019-02-15,31.4444008483889,-116.610611602288,2019,1,423.0,286.0,57.0,39.0,11,0,3,8,-32767
411898,2019-02-15,31.4446715201459,-116.610610482951,2019,1,400.0,211.0,50.0,27.0,11,0,3,8,-32767
411901,2019-02-15,31.445483535348,-116.610607124851,2019,1,400.0,209.0,50.0,26.0,11,0,2,9,-32767
411902,2019-02-15,31.4457542070591,-116.610606005454,2019,1,99.0,99.0,11.0,11.0,11,0,2,9,-32767
411922,2019-02-15,31.4565810660826,-116.610561217206,2019,1,197.0,197.0,26.0,26.0,10,0,2,8,-32767
411923,2019-02-15,31.4568517373228,-116.610560097191,2019,1,212.0,212.0,29.0,29.0,11,0,2,9,-32767
411925,2019-02-15,31.4573930797685,-116.610557857114,2019,1,192.0,192.0,25.0,25.0,10,0,1,9,-32767
411929,2019-02-15,31.4584757645221,-116.610553376781,2019,1,89.0,89.0,10.0,10.0,11,0,2,9,-32767
411988,2019-02-15,31.442775857641,-116.610302609321,2019,1,528.0,292.0,70.0,39.0,11,0,3,8,-32767
411989,2019-02-15,31.4430465294567,-116.610301489168,2019,1,533.0,283.0,70.0,38.0,11,0,3,8,-32767
411990,2019-02-15,31.4433172012611,-116.610300368999,2019,1,913.0,339.0,121.0,46.0,11,0,3,8,-32767
411991,2019-02-15,31.4435878730539,-116.610299248815,2019,1,522.0,271.0,69.0,36.0,11,0,3,8,-32767
411992,2019-02-15,31.4438585448352,-116.610298128616,2019,1,635.0,334.0,86.0,45.0,11,0,3,8,-32767
411993,2019-02-15,31.4441292166051,-116.610297008403,2019,1,629.0,338.0,85.0,46.0,11,0,3,8,-32767
411994,2019-02-15,31.4443998883634,-116.610295888174,2019,1,179.0,179.0,24.0,24.0,11,0,3,8,-32767
411995,2019-02-15,31.4446705601103,-116.61029476793,2019,1,105.0,105.0,12.0,12.0,11,0,3,8,-32767
411996,2019-02-15,31.4449412318457,-116.61029364767,2019,1,172.0,116.0,20.0,13.0,12,0,3,9,-32767
411997,2019-02-15,31.4452119035696,-116.610292527396,2019,1,231.0,156.0,29.0,19.0,12,0,3,9,-32767
411998,2019-02-15,31.445482575282,-116.610291407107,2019,1,94.0,94.0,11.0,11.0,11,0,2,9,-32767
412019,2019-02-15,31.456850776831,-116.610244341319,2019,1,249.0,249.0,34.0,34.0,11,0,2,9,-32767
412077,2019-02-15,31.4416922095609,-116.60999138476,2019,1,330.0,179.0,39.0,22.0,11,0,3,8,-32767
412078,2019-02-15,31.4419628814125,-116.609990263759,2019,1,236.0,164.0,29.0,20.0,11,0,3,8,-32767
412080,2019-02-15,31.4425042250812,-116.609988021713,2019,1,105.0,105.0,12.0,12.0,11,0,3,8,-32767
412081,2019-02-15,31.4427748968984,-116.609986900667,2019,1,554.0,298.0,74.0,40.0,11,0,3,8,-32767
412082,2019-02-15,31.443045568704,-116.609985779606,2019,1,560.0,292.0,74.0,39.0,11,0,3,8,-32767
412083,2019-02-15,31.4433162404982,-116.60998465853,2019,1,640.0,349.0,87.0,48.0,11,0,3,8,-32767
412084,2019-02-15,31.4435869122809,-116.609983537439,2019,1,512.0,268.0,67.0,35.0,11,0,3,8,-32767
412085,2019-02-15,31.443857584052,-116.609982416332,2019,1,613.0,319.0,83.0,43.0,11,0,3,8,-32767
412086,2019-02-15,31.4441282558118,-116.609981295211,2019,1,571.0,299.0,76.0,40.0,11,0,3,8,-32767
412087,2019-02-15,31.44439892756,-116.609980174075,2019,1,215.0,145.0,25.0,17.0,11,0,3,8,-32767
412089,2019-02-15,31.444940271022,-116.609977931756,2019,1,81.0,81.0,9.0,9.0,12,0,3,9,-32767
412090,2019-02-15,31.4452109427357,-116.609976810575,2019,1,202.0,137.0,24.0,16.0,12,0,3,9,-32767
